MainType,Diameter,InstallDate,Material
Distribution,10,5/14/2020 8:14,Cast Iron
Distribution,14,9/5/2017 7:06,Galvanized Iron
Distribution,6,4/24/2020 3:01,Copper
Distribution,14,2/4/2005 17:04,Cast Iron
Distribution,12,10/22/1991 2:47,Ductile Iron
Distribution,14,12/1/1998 16:06,Galvanized Iron
Distribution,12,4/7/2011 11:13,Copper
Distribution,14,12/7/2020 5:03,Cast Iron
Distribution,10,9/7/2011 11:42,Copper
Distribution,12,4/10/2013 22:05,Copper
Distribution,14,3/26/2008 21:57,Copper
Distribution,10,1/25/2020 13:56,Copper
Distribution,10,9/7/2021 13:14,Ductile Iron
Distribution,6,6/26/2008 8:25,Ductile Iron
Distribution,6,10/18/2019 18:05,Copper
Distribution,14,9/25/2019 3:34,Cast Iron
Distribution,12,12/21/2009 2:54,Galvanized Iron
Distribution,14,3/3/2017 14:00,Copper
Distribution,6,4/15/2014 20:52,Cast Iron
Distribution,10,12/19/2021 1:06,Galvanized Iron
Distribution,10,3/16/2019 3:24,Copper
Distribution,14,11/12/2009 16:13,Cast Iron
Distribution,10,9/30/2015 16:34,Ductile Iron
Distribution,6,6/21/2003 11:04,Ductile Iron
Distribution,6,5/31/2018 10:44,Galvanized Iron
Distribution,6,1/7/2007 5:14,Copper
Distribution,8,12/20/2011 8:09,Copper
Distribution,12,2/28/2015 0:51,Copper
Distribution,10,6/15/2020 8:08,Galvanized Iron
Distribution,10,2/13/2018 14:57,Galvanized Iron
Distribution,12,5/21/2019 17:26,Ductile Iron
Distribution,10,4/17/2011 20:06,Ductile Iron
Distribution,14,11/11/2009 16:24,Copper
Distribution,8,2/24/2021 12:49,Galvanized Iron
Distribution,8,2/3/2020 11:55,Copper
Distribution,8,7/16/2018 10:20,Copper
Distribution,8,12/22/2011 3:45,Galvanized Iron
Distribution,10,10/22/2008 13:05,Galvanized Iron
Distribution,10,11/19/1994 21:57,Copper
Distribution,6,12/1/2016 9:46,Ductile Iron
Distribution,10,3/27/2006 0:28,Cast Iron
Distribution,6,5/25/2013 13:30,Cast Iron
Distribution,8,3/26/1990 18:19,Copper
Distribution,14,1/28/2018 17:11,Copper
Distribution,6,12/11/1987 17:14,Ductile Iron
Distribution,8,6/22/2007 9:09,Ductile Iron
Distribution,14,10/12/1991 4:43,Copper
Distribution,6,12/16/2018 0:02,Copper
Distribution,8,8/23/1991 5:59,Galvanized Iron
Distribution,12,12/14/2020 4:06,Ductile Iron
Distribution,6,4/11/2020 7:47,Galvanized Iron
Distribution,12,3/3/2008 22:41,Galvanized Iron
Distribution,8,11/17/2020 9:22,Copper
Distribution,8,6/25/2021 7:15,Cast Iron
Distribution,8,8/8/2019 6:42,Cast Iron
Transmission,24,10/25/2007 14:02,Galvanized Iron
Distribution,14,1/3/2014 10:58,Cast Iron
Distribution,6,9/18/2021 2:20,Cast Iron
Distribution,12,11/29/2013 20:21,Ductile Iron
Distribution,12,7/22/2018 10:04,Cast Iron
Distribution,10,10/6/2001 22:34,Cast Iron
Distribution,8,10/16/2012 1:14,Ductile Iron
Distribution,8,6/23/2021 4:51,Copper
Distribution,14,10/8/2019 20:30,Copper
Distribution,8,12/19/2019 3:02,Cast Iron
Distribution,6,8/2/2020 19:05,Copper
Distribution,10,11/2/2019 21:27,Ductile Iron
Distribution,10,2/28/2020 9:08,Copper
Distribution,8,2/17/2001 4:36,Cast Iron
Distribution,10,6/9/1998 10:16,Ductile Iron
Distribution,12,11/30/2006 23:16,Ductile Iron
Distribution,14,2/17/2011 5:54,Ductile Iron
Distribution,6,4/30/2021 9:37,Copper
Distribution,6,3/14/2020 13:36,Copper
Distribution,6,2/20/2015 20:32,Galvanized Iron
Distribution,6,12/18/2020 2:16,Copper
Distribution,8,8/13/2013 19:51,Copper
Distribution,14,4/10/2001 10:02,Ductile Iron
Distribution,10,1/28/2019 9:15,Galvanized Iron
Distribution,8,10/20/2007 8:27,Ductile Iron
Distribution,12,12/6/2019 2:21,Galvanized Iron
Distribution,14,2/3/2016 8:21,Cast Iron
Distribution,12,10/7/2019 3:35,Cast Iron
Distribution,14,11/19/2016 1:00,Ductile Iron
Distribution,12,7/6/1995 13:25,Cast Iron
Distribution,8,8/9/2019 1:19,Cast Iron
Distribution,12,3/13/2015 23:05,Copper
Distribution,8,4/26/2016 22:52,Galvanized Iron
Distribution,6,2/8/2017 9:24,Galvanized Iron
Distribution,12,8/18/2020 18:25,Cast Iron
Distribution,8,3/8/2008 20:23,Galvanized Iron
Distribution,14,2/4/2012 8:21,Cast Iron
Distribution,14,4/18/2011 8:26,Cast Iron
Distribution,8,10/4/2020 10:36,Galvanized Iron
Distribution,14,3/9/2021 5:53,Ductile Iron
Distribution,10,2/4/2013 9:43,Cast Iron
Distribution,14,1/8/2018 13:41,Galvanized Iron
Distribution,8,3/13/2018 18:42,Ductile Iron
Distribution,8,4/28/2008 0:57,Copper
Distribution,12,12/2/2000 13:51,Copper
Distribution,6,9/5/2015 7:02,Ductile Iron
Distribution,10,7/9/2020 16:58,Ductile Iron
Distribution,14,10/19/2019 12:38,Cast Iron
Distribution,12,10/27/2020 11:26,Ductile Iron
Distribution,6,8/29/2019 12:33,Cast Iron
Distribution,10,4/15/2018 23:23,Cast Iron
Distribution,12,4/8/2020 18:45,Ductile Iron
Distribution,8,12/6/1999 4:32,Galvanized Iron
Distribution,12,7/29/1998 19:58,Galvanized Iron
Distribution,8,9/17/2018 2:36,Copper
Distribution,14,10/19/2005 8:17,Ductile Iron
Distribution,12,6/27/2017 19:45,Cast Iron
Distribution,8,5/4/2020 12:25,Cast Iron
Distribution,10,5/16/2020 11:20,Cast Iron
Distribution,10,4/7/2020 2:45,Galvanized Iron
Distribution,12,11/16/2020 12:10,Cast Iron
Distribution,12,8/26/1980 19:38,Ductile Iron
Distribution,6,11/9/2016 4:06,Copper
Distribution,12,12/9/2009 6:01,Copper
Distribution,10,4/25/2004 19:01,Copper
Distribution,14,9/25/2017 3:49,Copper
Distribution,14,12/4/2009 21:01,Galvanized Iron
Distribution,14,8/21/2003 4:09,Galvanized Iron
Distribution,14,10/23/2011 10:18,Ductile Iron
Distribution,12,11/5/2017 5:39,Cast Iron
Distribution,8,4/29/2004 6:02,Galvanized Iron
Distribution,10,5/24/2019 17:07,Copper
Distribution,12,3/7/2019 19:39,Cast Iron
Distribution,12,11/9/2019 9:41,Cast Iron
Distribution,8,3/8/2000 10:43,Cast Iron
Distribution,8,9/27/2002 3:07,Copper
Distribution,12,3/28/2013 8:11,Cast Iron
Distribution,14,10/30/2014 9:45,Copper
Transmission,28,10/25/2015 12:24,Cast Iron
Distribution,8,4/18/2014 21:30,Copper
Distribution,14,7/22/2014 17:15,Cast Iron
Distribution,10,4/25/2017 22:04,Cast Iron
Distribution,6,2/19/2006 20:44,Cast Iron
Distribution,12,4/28/2018 6:44,Copper
Distribution,10,6/16/2016 14:13,Galvanized Iron
Distribution,12,2/19/2018 10:00,Copper
Distribution,6,6/24/2021 11:40,Copper
Distribution,12,7/21/2019 22:55,Copper
Distribution,8,8/21/2017 21:57,Ductile Iron
Distribution,6,2/1/2014 21:37,Copper
Distribution,6,4/15/2007 11:59,Copper
Distribution,10,5/24/2006 13:19,Ductile Iron
Distribution,14,7/11/2015 18:20,Cast Iron
Distribution,12,12/5/2016 4:01,Copper
Distribution,10,1/12/2008 11:33,Ductile Iron
Distribution,12,8/19/2015 19:56,Ductile Iron
Distribution,6,6/5/2018 12:05,Ductile Iron
Distribution,14,1/30/2004 9:14,Copper
Distribution,10,7/7/2013 18:36,Copper
Distribution,6,10/8/2019 10:11,Cast Iron
Distribution,14,4/24/2000 0:59,Ductile Iron
Distribution,12,4/5/2016 14:18,Cast Iron
Distribution,14,5/24/2010 18:41,Copper
Distribution,12,2/19/2021 4:53,Cast Iron
Distribution,14,11/30/2016 3:23,Galvanized Iron
Distribution,14,5/13/2019 12:59,Cast Iron
Distribution,8,2/2/2001 15:10,Galvanized Iron
Distribution,12,2/3/2008 17:04,Galvanized Iron
Distribution,6,8/4/2018 20:58,Ductile Iron
Distribution,8,11/21/2006 16:53,Ductile Iron
Distribution,8,10/6/2021 19:41,Ductile Iron
Distribution,14,2/8/2014 21:08,Galvanized Iron
Distribution,6,7/10/2004 4:29,Galvanized Iron
Distribution,14,11/4/2014 22:00,Ductile Iron
Distribution,8,3/7/2017 12:48,Copper
Distribution,12,10/26/2007 22:19,Copper
Distribution,12,11/16/2012 17:38,Ductile Iron
Distribution,10,11/7/1990 15:01,Ductile Iron
Distribution,12,12/2/2014 10:19,Copper
Distribution,8,7/2/2020 17:29,Cast Iron
Distribution,6,9/4/2019 13:55,Copper
Distribution,12,6/16/2019 19:04,Copper
Distribution,12,2/11/2018 15:44,Copper
Distribution,10,12/15/2018 21:26,Cast Iron
Distribution,6,5/17/2014 19:53,Copper
Distribution,6,9/3/2017 8:18,Cast Iron
Distribution,14,10/6/2009 16:13,Ductile Iron
Distribution,8,9/16/2018 16:46,Cast Iron
Distribution,6,12/27/2011 19:23,Copper
Distribution,12,10/8/2018 1:19,Ductile Iron
Distribution,6,8/1/2020 19:33,Cast Iron
Distribution,6,2/5/2021 9:14,Galvanized Iron
Distribution,8,10/27/2009 18:47,Copper
Distribution,10,12/11/2019 17:00,Copper
Distribution,10,1/10/2011 6:49,Ductile Iron
Distribution,6,2/13/2018 17:49,Copper
Distribution,8,6/21/2017 6:39,Galvanized Iron
Distribution,12,5/20/2021 10:15,Ductile Iron
Distribution,10,1/5/2021 5:36,Ductile Iron
Distribution,10,11/12/2013 20:15,Cast Iron
Distribution,10,2/22/2012 8:30,Galvanized Iron
Distribution,14,7/31/2000 3:00,Cast Iron
Distribution,12,2/17/2019 6:41,Cast Iron
Distribution,12,9/17/2021 22:04,Galvanized Iron
Distribution,6,10/12/2015 3:32,Galvanized Iron
Distribution,12,12/6/2020 11:29,Galvanized Iron
Distribution,8,10/24/2013 13:10,Cast Iron
Distribution,12,9/7/2009 19:01,Galvanized Iron
Distribution,8,3/20/2006 20:51,Galvanized Iron
Distribution,12,4/5/2017 2:19,Galvanized Iron
Distribution,14,12/21/2021 17:52,Galvanized Iron
Distribution,14,6/30/2004 7:21,Galvanized Iron
Distribution,6,12/18/2021 18:16,Cast Iron
Distribution,10,5/27/2018 16:59,Galvanized Iron
Distribution,8,9/9/1993 15:57,Cast Iron
Distribution,6,4/5/2021 20:09,Cast Iron
Distribution,14,10/9/2021 1:53,Copper
Distribution,12,3/30/2016 17:14,Ductile Iron
Distribution,8,8/17/2016 17:03,Cast Iron
Distribution,14,6/5/2021 8:11,Galvanized Iron
Distribution,6,12/25/2016 23:10,Galvanized Iron
Distribution,10,6/26/2018 22:26,Copper
Distribution,6,2/14/2012 21:20,Ductile Iron
Distribution,14,3/26/2010 11:59,Galvanized Iron
Distribution,10,9/23/2004 11:15,Galvanized Iron
Distribution,6,7/27/2014 6:25,Galvanized Iron
Distribution,12,11/29/2018 4:32,Ductile Iron
Distribution,6,9/4/2021 7:56,Galvanized Iron
Distribution,10,5/6/2015 15:47,Copper
Distribution,6,3/24/2020 9:51,Cast Iron
Distribution,6,3/10/2014 15:37,Cast Iron
Distribution,14,1/7/2010 16:33,Cast Iron
Distribution,6,3/4/2015 14:26,Copper
Distribution,8,1/2/2013 13:22,Cast Iron
Distribution,8,6/25/2014 6:39,Galvanized Iron
Distribution,8,1/18/2003 19:23,Cast Iron
Distribution,14,12/13/2015 20:23,Ductile Iron
Distribution,10,6/22/2015 7:45,Copper
Distribution,6,6/9/2015 8:21,Cast Iron
Distribution,10,7/20/2017 16:36,Ductile Iron
Distribution,10,9/23/2016 1:58,Cast Iron
Distribution,8,1/23/2014 16:56,Galvanized Iron
Distribution,14,4/10/1988 12:33,Ductile Iron
Distribution,12,6/30/2019 10:09,Ductile Iron
Distribution,8,4/15/2020 23:27,Ductile Iron
Distribution,14,9/7/2013 23:40,Copper
Distribution,12,10/30/2007 1:11,Cast Iron
Distribution,14,2/5/2021 21:56,Galvanized Iron
Distribution,10,12/5/2011 8:07,Ductile Iron
Distribution,6,7/7/2004 9:34,Ductile Iron
Distribution,6,2/8/2010 11:46,Galvanized Iron
Distribution,12,10/11/2017 19:47,Copper
Distribution,8,8/9/2018 16:08,Copper
Distribution,14,10/29/2017 20:22,Cast Iron
Distribution,12,11/20/2002 18:45,Galvanized Iron
Distribution,12,1/31/2017 7:06,Galvanized Iron
Distribution,12,1/28/2019 0:16,Copper
Transmission,36,12/26/2017 11:24,Cast Iron
Transmission,32,9/13/2001 8:11,Ductile Iron
Distribution,12,8/5/2014 2:31,Copper
Distribution,8,7/7/2020 6:30,Galvanized Iron
Distribution,10,10/12/2008 3:44,Ductile Iron
Distribution,12,8/14/2019 19:23,Copper
Distribution,14,8/26/2008 15:48,Galvanized Iron
Distribution,14,8/24/2014 9:00,Ductile Iron
Distribution,12,12/5/2014 3:28,Galvanized Iron
Distribution,10,11/6/2018 21:34,Galvanized Iron
Distribution,14,5/1/2021 2:54,Copper
Distribution,12,2/23/2012 21:33,Galvanized Iron
Distribution,12,6/19/2010 11:08,Copper
Distribution,8,6/9/2009 9:53,Galvanized Iron
Distribution,10,3/28/2021 12:50,Cast Iron
Distribution,14,11/14/2015 20:50,Ductile Iron
Distribution,14,3/5/2014 13:25,Galvanized Iron
Distribution,12,5/10/2016 23:26,Cast Iron
Distribution,14,4/9/2019 23:53,Ductile Iron
Distribution,8,8/4/2008 14:11,Galvanized Iron
Distribution,8,1/13/2013 13:17,Ductile Iron
Distribution,14,5/6/2015 15:28,Copper
Distribution,10,1/18/2007 23:09,Galvanized Iron
Distribution,10,8/20/2019 23:18,Copper
Distribution,10,11/26/2020 5:10,Ductile Iron
Distribution,10,8/24/1990 23:04,Galvanized Iron
Distribution,8,6/10/2019 11:18,Cast Iron
Distribution,6,7/25/2018 9:44,Cast Iron
Distribution,8,12/6/2018 17:59,Cast Iron
Distribution,8,1/25/1994 13:33,Cast Iron
Distribution,14,12/16/2013 11:13,Copper
Distribution,10,9/1/1993 23:27,Ductile Iron
Distribution,14,3/31/2001 20:07,Cast Iron
Distribution,8,12/24/2020 17:33,Ductile Iron
Transmission,24,6/5/2015 0:44,Ductile Iron
Distribution,12,2/13/2021 23:49,Copper
Distribution,12,11/26/1995 8:58,Copper
Distribution,8,9/25/2018 14:57,Galvanized Iron
Distribution,10,9/3/2017 12:23,Copper
Distribution,10,1/25/2013 1:01,Cast Iron
Distribution,12,8/24/2012 3:43,Copper
Distribution,14,1/1/2013 20:37,Cast Iron
Distribution,8,4/14/2020 17:24,Galvanized Iron
Distribution,10,12/29/2021 12:53,Ductile Iron
Distribution,12,1/27/2016 1:41,Ductile Iron
Distribution,14,5/5/1996 15:08,Cast Iron
Distribution,12,3/28/2019 18:11,Galvanized Iron
Distribution,14,7/15/2019 18:04,Copper
Distribution,6,12/17/2015 23:39,Cast Iron
Distribution,14,10/30/2006 13:22,Copper
Distribution,6,3/6/1998 16:53,Copper
Distribution,14,2/8/2013 12:00,Cast Iron
Distribution,8,6/5/2021 19:19,Galvanized Iron
Distribution,10,10/7/2018 16:02,Copper
Distribution,14,5/29/2021 20:31,Copper
Distribution,12,1/18/2013 10:14,Ductile Iron
Distribution,12,5/29/2017 21:38,Cast Iron
Distribution,12,5/31/2011 4:51,Cast Iron
Distribution,10,11/11/2013 10:28,Copper
Distribution,8,2/12/2021 19:11,Cast Iron
Distribution,10,6/20/2017 23:17,Ductile Iron
Distribution,10,3/2/2004 7:51,Galvanized Iron
Distribution,10,10/7/2010 0:14,Ductile Iron
Distribution,12,7/17/2019 10:23,Ductile Iron
Distribution,8,12/9/2019 0:06,Ductile Iron
Distribution,12,7/5/2017 4:36,Cast Iron
Distribution,6,1/19/2021 20:13,Cast Iron
Distribution,6,8/7/2003 16:47,Cast Iron
Distribution,8,1/25/2021 19:41,Ductile Iron
Distribution,6,11/1/2018 21:12,Ductile Iron
Distribution,10,6/15/1990 6:39,Cast Iron
Distribution,10,11/18/2018 17:15,Copper
Distribution,8,2/6/2015 5:37,Ductile Iron
Distribution,14,3/11/2017 9:31,Galvanized Iron
Distribution,14,12/15/2016 7:30,Ductile Iron
Distribution,10,11/10/2020 0:59,Ductile Iron
Distribution,14,10/25/2018 0:47,Galvanized Iron
Distribution,14,8/9/2016 5:02,Copper
Distribution,6,9/17/2006 20:42,Copper
Distribution,8,7/17/2015 2:19,Galvanized Iron
Distribution,10,8/30/2020 10:02,Cast Iron
Distribution,12,1/28/2001 5:46,Galvanized Iron
Distribution,10,9/6/2019 15:44,Copper
Distribution,8,5/25/2019 3:24,Copper
Distribution,14,4/19/2020 5:27,Galvanized Iron
Distribution,10,7/2/2013 18:46,Cast Iron
Distribution,10,5/29/2019 7:37,Ductile Iron
Distribution,14,5/11/2010 9:38,Ductile Iron
Transmission,32,1/29/2021 10:13,Cast Iron
Distribution,10,7/12/2016 21:23,Ductile Iron
Distribution,12,4/14/2003 8:41,Galvanized Iron
Distribution,10,12/28/2020 23:31,Galvanized Iron
Distribution,10,4/9/2019 14:37,Galvanized Iron
Distribution,12,8/22/2021 21:33,Cast Iron
Distribution,8,6/23/2009 13:15,Galvanized Iron
Distribution,14,3/13/2014 5:22,Copper
Distribution,10,1/1/1980 13:30,Ductile Iron
Distribution,12,9/22/2016 19:06,Galvanized Iron
Distribution,8,9/27/2018 21:50,Ductile Iron
Distribution,8,5/12/2021 0:23,Cast Iron
Distribution,8,2/23/2018 10:18,Copper
Transmission,28,3/9/2006 0:45,Copper
Distribution,14,6/28/2017 16:35,Galvanized Iron
Distribution,12,4/16/1996 1:43,Ductile Iron
Distribution,10,12/29/1993 6:16,Cast Iron
Distribution,10,5/22/2016 9:47,Cast Iron
Distribution,12,1/12/2019 14:12,Cast Iron
Distribution,6,11/25/2019 20:01,Ductile Iron
Distribution,8,1/30/2018 18:46,Ductile Iron
Distribution,10,11/9/2017 14:43,Ductile Iron
Distribution,8,12/6/2009 12:10,Copper
Distribution,6,7/21/2021 21:57,Copper
Distribution,14,8/23/2016 13:32,Copper
Distribution,10,5/20/2012 0:52,Ductile Iron
Distribution,10,2/12/2017 10:56,Copper
Distribution,10,8/16/1988 9:04,Galvanized Iron
Distribution,12,6/11/2020 1:37,Copper
Distribution,6,9/5/2014 10:14,Copper
Distribution,12,3/5/2021 16:05,Galvanized Iron
Distribution,14,12/15/2011 2:55,Cast Iron
Distribution,14,8/27/2020 10:07,Ductile Iron
Distribution,10,8/22/2014 13:41,Ductile Iron
Distribution,14,12/19/2019 5:17,Cast Iron
Distribution,14,10/4/2017 4:22,Cast Iron
Distribution,8,8/16/2018 5:57,Cast Iron
Distribution,14,3/5/2004 11:35,Cast Iron
Distribution,10,5/8/2020 22:51,Ductile Iron
Distribution,14,5/16/2008 14:16,Galvanized Iron
Distribution,14,5/16/2018 4:48,Galvanized Iron
Distribution,12,2/4/2014 3:46,Copper
Distribution,10,12/2/2018 4:26,Ductile Iron
Distribution,12,3/10/2017 17:16,Copper
Distribution,6,9/7/2021 5:20,Copper
Distribution,8,5/22/2013 20:29,Cast Iron
Distribution,12,11/24/2010 23:39,Cast Iron
Distribution,10,5/10/2017 1:29,Copper
Distribution,14,4/27/1984 3:52,Cast Iron
Distribution,12,2/22/2016 5:35,Copper
Distribution,12,3/28/2019 15:52,Cast Iron
Distribution,12,10/16/2007 6:17,Galvanized Iron
Distribution,12,5/26/2021 12:00,Ductile Iron
Distribution,8,12/8/2015 3:15,Ductile Iron
Distribution,10,12/4/2008 7:50,Copper
Distribution,8,11/20/2020 12:57,Copper
Distribution,6,10/16/2016 6:28,Galvanized Iron
Distribution,12,3/10/2018 0:16,Cast Iron
Distribution,6,5/13/1998 8:42,Copper
Distribution,8,12/29/2016 4:03,Copper
Distribution,14,1/5/2007 0:31,Ductile Iron
Distribution,8,10/26/2013 7:16,Copper
Transmission,24,4/5/2010 2:01,Galvanized Iron
Transmission,32,4/6/2015 3:23,Copper
Distribution,6,2/25/2000 12:35,Galvanized Iron
Distribution,8,1/17/2016 22:33,Galvanized Iron
Distribution,6,3/13/2021 19:53,Galvanized Iron
Distribution,8,1/5/2018 2:51,Copper
Distribution,10,2/20/2019 2:40,Galvanized Iron
Distribution,10,10/30/2019 5:06,Copper
Distribution,10,2/16/1994 18:40,Ductile Iron
Distribution,10,9/22/2020 3:00,Galvanized Iron
Distribution,12,7/20/2017 11:36,Cast Iron
Distribution,8,5/21/2010 9:54,Ductile Iron
Transmission,28,1/6/2020 1:00,Cast Iron
Transmission,28,3/23/2004 6:11,Galvanized Iron
Distribution,8,9/26/2020 13:21,Galvanized Iron
Distribution,6,4/12/2010 14:39,Copper
Distribution,14,5/22/2016 6:45,Copper
Distribution,14,10/22/2019 22:22,Galvanized Iron
Distribution,8,12/20/2015 19:51,Copper
Distribution,12,11/25/2005 18:20,Copper
Distribution,14,9/4/2015 10:33,Ductile Iron
Distribution,6,8/9/2012 15:39,Cast Iron
Distribution,8,1/23/2018 0:40,Cast Iron
Distribution,8,9/24/2017 1:01,Galvanized Iron
Distribution,14,12/3/2012 17:51,Cast Iron
Distribution,10,5/24/2020 0:42,Cast Iron
Distribution,6,8/5/2000 11:16,Ductile Iron
Distribution,14,1/15/1998 1:16,Ductile Iron
Distribution,10,1/1/1980 13:30,Cast Iron
Distribution,14,10/10/1993 12:55,Ductile Iron
Distribution,10,4/22/2013 17:02,Galvanized Iron
Distribution,12,10/27/2013 22:22,Cast Iron
Distribution,10,10/19/2018 1:50,Ductile Iron
Distribution,14,3/1/2003 15:30,Galvanized Iron
Distribution,6,4/10/1985 12:14,Galvanized Iron
Distribution,10,10/31/2020 16:23,Cast Iron
Distribution,10,1/14/2018 1:12,Copper
Distribution,10,12/4/2014 12:05,Ductile Iron
Distribution,6,11/19/2007 19:27,Ductile Iron
Distribution,8,7/20/2021 16:19,Galvanized Iron
Distribution,8,4/24/2019 3:10,Ductile Iron
Distribution,8,5/31/2020 11:53,Copper
Distribution,6,12/18/2018 11:51,Ductile Iron
Distribution,10,2/26/2019 3:03,Galvanized Iron
Distribution,6,1/14/2015 15:15,Copper
Distribution,12,10/26/2019 23:33,Galvanized Iron
Distribution,6,2/11/2011 20:45,Galvanized Iron
Distribution,10,6/23/2020 12:36,Galvanized Iron
Distribution,8,6/13/2001 17:07,Ductile Iron
Distribution,10,2/12/2021 14:31,Copper
Distribution,6,8/15/2014 2:41,Cast Iron
Distribution,12,10/26/1981 3:46,Cast Iron
Distribution,6,7/15/2019 3:12,Cast Iron
Distribution,8,4/3/2010 17:11,Cast Iron
Distribution,10,1/29/2006 9:20,Cast Iron
Distribution,14,3/3/2019 17:13,Cast Iron
Distribution,10,11/6/2021 17:37,Copper
Distribution,8,12/5/2021 13:44,Galvanized Iron
Distribution,10,10/7/1990 9:32,Galvanized Iron
Distribution,12,5/12/2021 15:19,Galvanized Iron
Distribution,10,6/4/2016 9:39,Galvanized Iron
Distribution,8,8/15/2021 9:17,Galvanized Iron
Distribution,8,10/15/1998 1:38,Cast Iron
Distribution,10,8/9/2021 18:09,Copper
Distribution,14,5/20/2012 6:31,Galvanized Iron
Distribution,10,4/26/2014 17:39,Galvanized Iron
Distribution,12,12/27/1997 9:02,Galvanized Iron
Distribution,14,11/7/2019 6:27,Ductile Iron
Distribution,14,4/15/2020 12:27,Ductile Iron
Distribution,8,10/21/2021 3:50,Ductile Iron
Distribution,12,3/10/2016 6:58,Cast Iron
Distribution,8,1/1/1980 13:30,Cast Iron
Distribution,14,12/6/2008 9:55,Galvanized Iron
Distribution,10,7/20/2017 21:54,Galvanized Iron
Distribution,12,8/11/2016 0:43,Copper
Distribution,6,6/22/2021 14:00,Cast Iron
Distribution,6,8/28/2021 7:03,Copper
Distribution,10,8/8/1998 10:38,Cast Iron
Distribution,14,5/31/2014 6:48,Cast Iron
Distribution,10,7/26/2016 18:55,Ductile Iron
Distribution,8,3/23/2018 20:54,Cast Iron
Distribution,6,4/19/2021 20:12,Copper
Distribution,10,12/30/2020 6:28,Galvanized Iron
Distribution,6,7/30/2021 13:52,Galvanized Iron
Distribution,12,9/26/2017 23:34,Cast Iron
Distribution,14,5/23/2015 15:07,Ductile Iron
Distribution,8,7/21/2021 9:42,Cast Iron
Distribution,12,11/20/2018 12:45,Copper
Distribution,12,12/2/2012 2:14,Galvanized Iron
Distribution,14,7/24/2019 20:57,Ductile Iron
Distribution,8,8/12/2010 18:14,Copper
Distribution,10,10/11/2005 23:01,Cast Iron
Distribution,12,3/19/2018 2:28,Galvanized Iron
Distribution,6,1/22/2013 8:28,Cast Iron
Transmission,36,1/2/2021 18:35,Ductile Iron
Distribution,6,5/28/2018 7:50,Cast Iron
Distribution,8,4/5/2020 4:57,Copper
Distribution,6,2/12/2004 21:41,Cast Iron
Distribution,12,11/22/2019 0:28,Copper
Distribution,6,10/10/2011 10:41,Copper
Distribution,12,7/19/2017 8:05,Ductile Iron
Distribution,10,3/7/2010 12:08,Copper
Distribution,8,8/14/2019 14:48,Galvanized Iron
Distribution,14,9/29/2019 11:27,Galvanized Iron
Distribution,10,8/27/2017 6:37,Ductile Iron
Distribution,14,6/18/2021 10:13,Cast Iron
Distribution,12,2/28/2019 22:20,Ductile Iron
Distribution,10,5/21/1986 8:59,Cast Iron
Distribution,12,2/1/2016 11:47,Cast Iron
Distribution,8,8/8/2020 3:29,Galvanized Iron
Distribution,14,1/18/2020 16:12,Ductile Iron
Distribution,8,10/29/2020 19:04,Ductile Iron
Distribution,10,7/21/1980 11:09,Galvanized Iron
Distribution,6,9/15/2020 20:42,Cast Iron
Distribution,8,10/6/2021 11:12,Ductile Iron
Distribution,14,10/27/2014 2:29,Cast Iron
Distribution,8,5/11/2021 18:06,Copper
Distribution,8,12/12/2012 22:25,Copper
Distribution,6,10/28/2006 9:33,Galvanized Iron
Distribution,14,11/12/2008 7:09,Ductile Iron
Distribution,12,4/25/2018 14:32,Cast Iron
Distribution,10,1/11/2014 6:40,Ductile Iron
Distribution,12,11/25/2019 8:59,Copper
Distribution,6,12/23/2015 9:53,Copper
Distribution,6,6/4/2020 10:24,Cast Iron
Distribution,6,3/27/2011 17:12,Cast Iron
Distribution,6,8/14/2021 9:04,Copper
Distribution,8,11/28/2015 6:44,Galvanized Iron
Distribution,14,6/15/2019 8:40,Galvanized Iron
Distribution,8,4/17/2009 22:19,Cast Iron
Distribution,14,1/13/2021 0:09,Copper
Distribution,6,7/2/2020 11:13,Ductile Iron
Distribution,12,10/8/2016 1:08,Cast Iron
Distribution,14,9/13/2017 19:29,Galvanized Iron
Distribution,6,1/7/2012 7:08,Ductile Iron
Distribution,6,2/4/2018 23:05,Ductile Iron
Distribution,12,9/25/2018 5:47,Cast Iron
Distribution,10,8/29/2015 9:30,Galvanized Iron
Distribution,12,11/27/2011 7:19,Ductile Iron
Distribution,6,9/29/2008 21:25,Galvanized Iron
Distribution,12,3/9/2017 17:48,Galvanized Iron
Distribution,8,6/7/2015 14:20,Cast Iron
Distribution,14,7/13/2020 4:02,Galvanized Iron
Distribution,12,8/13/2016 12:59,Cast Iron
Distribution,14,12/8/2012 16:43,Ductile Iron
Distribution,14,11/12/2015 1:41,Copper
Distribution,12,6/17/2012 22:09,Ductile Iron
Distribution,6,5/3/2003 12:43,Ductile Iron
Distribution,10,3/22/2017 3:02,Copper
Distribution,8,9/5/2018 19:16,Ductile Iron
Distribution,8,11/13/2004 22:10,Cast Iron
Distribution,14,5/27/1996 4:14,Cast Iron
Distribution,6,3/22/2017 5:06,Copper
Distribution,10,10/31/2014 9:01,Cast Iron
Distribution,6,6/20/2018 15:27,Galvanized Iron
Distribution,8,3/30/2014 15:37,Copper
Distribution,8,3/6/2015 14:47,Ductile Iron
Distribution,6,12/24/2020 10:56,Galvanized Iron
